created_at,entry_id,field1,field2,field3,field4,field5
2025-01-04 16:40:21 UTC,67,65,63.53861,25.99000,62.62012,1010.92810
2025-01-04 16:40:38 UTC,68,70,68.42620,25.99000,62.60840,1010.92102
2025-01-04 16:40:54 UTC,69,70,68.42620,26.00000,62.63184,1010.96716
2025-01-04 16:41:10 UTC,70,64,62.56110,26.00000,62.64258,1010.91974
2025-01-04 16:41:26 UTC,71,69,67.44868,26.00000,62.59766,1010.91913
2025-01-04 16:41:42 UTC,72,70,68.42620,26.01000,62.63281,1010.93298
2025-01-04 16:41:59 UTC,73,69,67.44868,26.03000,62.65820,1010.93866
2025-01-04 16:42:16 UTC,74,69,67.44868,26.02000,62.66992,1010.91620
2025-01-04 16:42:32 UTC,75,69,67.44868,26.03000,62.69238,1010.96179
2025-01-04 16:42:48 UTC,76,68,66.47116,26.06000,62.74316,1010.92657
